id,question,answer,link
30,Đọc kết quả xét nghiệm máu,"♦ AFP là một Globulin được hình thành trong túi noãn hoàng và gan của bào thai. Nếu thai phát triển bình thường, nồng độ AFP được tìm thấy trong huyết thanh của mẹ sẽ tăng lên. Chỉ một lượng không đáng kể AFP vẫn còn lại trong dòng tuần hoàn sau sinh. AFP cũng được coi như một chất chỉ điểm khối u đối với một số loại ung thư (nhất là ung thư gan nguyên phát). Nồng độ AFP bình thường đối với hầu hết những người trưởng thành khỏe mạnh: 0-9 ng/ml.♦ CA 19-9: Định lượng CA 19-9 (carbohydrate antigen 19-9) máu là một xét nghiệm đặc biệt, hỗ trợ chẩn đoán ung thư, đặc biệt là ung thư tụy. Chỉ số định lượng CA 19-9 bình thường trong huyết tương hoặc huyết thanh là ≤ 39 U/ml. Giá trị này có thể thay đổi chút ít tùy thuộc vào phương pháp định lượng, hệ thống máy phân tích và các kit sử dụng của từng phòng xét nghiệm.♦ PG (Pepsinogen) là tiền chất của Pepsin-một enzyme được tiết ra bởi các tế bào niêm mạc dạ dày. Enzyme này có vai trò thủy phân protein dưới tác dụng hoạt hóa của acid clohydric. Ngoài được tiết vào trong dạ dày, một phần nhỏ nó sẽ được bài tiết vào máu. Pepsinogen tồn tại dưới hai dạng chính đó là Pepsinogen I và Pepsinogen II. Nồng độ hai dạng pepsinogen này trong máu sẽ cho thấy hoạt động và tình trạng sức khỏe bình thường hoặc tổn thương của các bộ phận trong niêm mạc dạ dày.Giá trị bình thường của pepsinogen I đó là > 70 ng/mL, pepsinogen II > 7,5 ng/mL và tỷ lệ PG I/ II > 3 ng/mL. Thông thường giá trị này ở nam sẽ cao hơn so với nữ giới.♦ Pro GRP: là một dấu ấn ung thư có giá trị trong chẩn đoán ung thư phổi tế bào nhỏ. Bình thường nồng độ ProGRP huyết tương người khỏe mạnh bình thường là ≤ 50 ng/L, chỉ có dưới 5% người khỏe mạnh có nồng độ ProGRP cao hơn bình thường nhưng vẫn < 75 ng/L.Như vậy các chỉ số của bạn làm đều trong giới hạn bình thường bạn nhé. Tuy nhiên tỷ lệ PG I/ II < 3 ng/mL, sự giảm mức độ pepsinogen I huyết thanh và tỷ lệ PGI/II là những yếu tố nguy cơ của ung thư dạ dày. Bạn nên làm thêm nội soi dạ dày để có thể khẳng định chắc chắn.Hơn nữa, cần có sự phối hợp giữa kết quả xét nghiệm và tổng hợp khám lâm sàng, bạn nên khám sức khỏe định kỳ để có thể theo dõi một cách tốt nhất",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/doc-ket-qua-xet-nghiem-mau/
31,Mang thai có được uống hay tiêm thuốc điều trị viêm bao gân hay không?,"Trong quá trình mang thai bạn không nên sử dụng thuốc điều trị viêm bao gân, bởi chúng có thể làm ảnh hưởng đến thai nhi.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/mang-thai-co-duoc-uong-hay-tiem-thuoc-dieu-tri-viem-bao-gan-hay-khong/
32,Nổi mụn đỏ ở mông là dấu hiệu bệnh gì?,"Trường hợp bạn nổi mụn đỏ ở mông và đau, có thể bạn bị nhọt. Nhọt là tình trạng viêm cấp tính gây hoại tử nang lông và tổ chức xung quanh. Căn nguyên gây bệnh thường do tụ cầu vàng. Các thuốc bạn đang sử dụng chứa thành phần Benzoyl peroxide và Axit salicylic được chỉ định để điều trị mụn trứng cá. Với trường hợp bị nhọt giai đoạn sớm chưa có mủ, bạn tránh nặn mụn, sát khuẩn bằng các dung dịch như Povidone –iodine 10%, hoặc Chlorhexidine 4%. Bôi kem kháng sinh tại chỗ như Axit fusidic 2% bôi 1-2 lần/ngày hoặc mỡ Mupirocin 2% bôi 3 lần/ngày, uống kháng sinh. Giai đoạn có mủ cần phẫu thuật rạch rộng làm sạch tổn thương. Trường hợp bạn vệ sinh tại chỗ bằng dung dịch sát khuẩn nhưng mụn tiếp tục to lên và đau, bạn cần đi khám bác sĩ chuyên khoa Da liễu để được tư vấn cụ thể.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/noi-mun-do-o-mong-la-dau-hieu-benh-gi/
33,"Ba tôi 60 tuổi bị K dạ dày, cắt toàn bộ năm 2018, đã hoá trị, hiện nay chỉ dùng thuốc bổ hỗ trợ. Tôi có được chích vaccine Covid-19 không thưa bác sĩ? Tôi nên chích loại vaccine nào?","Theo hướng dẫn gần nhất của Bộ Y tế, Quyết định 2995 ngày 18/6/2021 cho thấy, hiện naym Bộ Y tế đã có một hướng mở và hướng dẫn một cách cụ thể là những trường hợp bị ung thư giai đoạn cuối phải hoãn tiêm chủng. Trường hợp của anh/chị, ung thư được phát hiện sớm, anh/chị đã điều trị với khoảng thời gian đã trên 6 tháng, có nghĩa là bệnh lý cũng đã ổn định thì có thể chủng ngừa được. Trong hướng dẫn của Bộ Y tế lần này, chúng ta thấy rằng, trường hợp đang điều trị, hóa trị hay xạ trị chỉ cần hoãn tiêm 14 ngày thì có thể tiêm được vaccine Covid-19.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p26
34,Rạn thận phải cần điều trị như thế nào?,"Theo như em mô tả thì thận phải của bạn em bị rạn. Thông tin em đưa ra chưa đủ để chẩn đoán bệnh. Vì vậy, em nên khuyên bạn đi khám chuyên khoa Thận để được tư vấn, kiểm tra thì mới có hướng điều trị phù hợp em nhé!",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/ran-phai-can-dieu-tri-nhu-nao/
35,Đột nhiên hoa mắt chóng mặt cảnh báo bệnh gì?,"Triệu chứng hoa mắt chóng mặt nếu chỉ xuất hiện thoáng qua rồi hết, thỉnh thoảng lặp lại nhưng thời gian xảy ra ngắn thì thường lành tính. Bạn chỉ cần tăng cường nghỉ ngơi và có chế độ dinh dưỡng đầy đủ.Tuy nhiên, khi các triệu chứng trên xuất hiện thường xuyên, kéo dài trên 30 phút thì bạn cần cảnh giác, vì nó là biểu hiện của nhiều bệnh lý nguy hiểm như thiếu máu mạn tính, xơ vữa mạch máu nặng, bệnh tim mạch, thần kinh,...Vì vậy, tốt nhất nếu thấy xuất hiện dấu hiệu bất ổn kéo dài, bạn nên đi khám tại các bệnh viện lớn để được chẩn đoán xác định bệnh, tư vấn chuyên sâu về phương pháp chữa trị phù hợp để đẩy lùi bệnh tật, tránh bỏ lỡ cơ hội điều trị tốt nhất.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/dot-nhien-hoa-mat-chong-mat-canh-bao-benh-gi/
36,"Điều trị táo bón, chướng bụng kéo dài","Táo bón được định nghĩa là có ít hơn 3 lần đi đại tiện trong một tuần. Mặc dù táo bón không thường xuyên diễn ra phổ biến, tuy nhiên, ở một số người, táo bón gây cản trở sinh hoạt hoặc hạn chế làm các công việc hằng ngày. Táo bón mãn tính cũng là nguyên nhân khiến người bệnh phải rặn rất nhiều khi đi đại tiện và là triệu chứng của nhiều bệnh lý khác nhau. Điều trị táo bón mạn tính phụ thuộc một phần vào nguyên nhân gây ra. Tuy nhiên, trong một số trường hợp, không tìm thấy nguyên nhân. Để phân mềm, tạo phản xạ đại tiện rõ ràng, bạn hãy tạo thói quen đại tiện đúng giờ, tập thể dục thường xuyên, uống đủ nước và ăn nhiều chất xơ (20-35g/ngày). Có một số loại trái cây giúp dễ đại tiện mà bạn nên biết như: đu đủ, thanh long, xoài, mận, cam, chanh, quýt, . . . Lưu ý là nếu đột ngột ăn một lượng chất xơ quá nhiều, bạn có thể bị đầy bụng, trung tiện nhiều. Để tránh tác dụng phụ này, bạn nên tăng dần lượng chất xơ ăn vào. Có thể uống thêm thuốc nhuận tràng Sorbitol (một loại đường tự nhiên, không hấp thu vào máu và có tính rút nước vào lòng ruột giúp phân mềm). Sorbitol có nhiều trong các trái cây: Táo, nho, lê, đậu, mận và dâu tây. Nếu sau tất cả những cố gắng trên mà chứng táo bón vẫn không giảm, thì bạn có thể dùng thêm thuốc nhuận tràng. Các biện pháp kể trên không được bạn cần đến khám Bác sĩ chuyên khoa Nội tiêu hóa.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/dieu-tri-tao-bon-chuong-bung-keo-dai/
37,Tiểu ra máu sau khi nhậu có sao không?,"Tiểu ra máu có nhiều nguyên nhân: Nhiễm khuẩn đường tiết niệu, sỏi hệ tiết niệu, u của thận và hệ tiết niệu,... Do vậy bạn cần đến bệnh viện để các bác sĩ thăm khám cụ thể.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/tieu-ra-mau-sau-khi-nhau-co-sao-khong/
38,Thở khò khè kèm trào ngược là dấu hiệu bệnh gì?,"Khoảng thời gian 0 giờ đến 3 giờ 30 phút, bạn bị trào ngược, tức là lúc đó bạn đang ngủ thì thức giấc và trào ngược. Triệu chứng này có thường lặp đi lặp lại hay thỉnh thoảng, lâu lâu mới gặp một lần. Nếu tình trạng này lặp lại thường xuyên có thể bạn mắc bệnh trào ngược dạ dày thực quản. Tuy nhiên, trào ngược dạ dày thực quản lại ít khi gây ra thở khò khè. Trước đây bạn có thở khò khè như vậy lần nào chưa, nếu chưa, bác sĩ khuyên bạn nên đi khám một lần để được bác sĩ tư vấn kỹ hơn. Trong hoàn cảnh dịch bệnh hiện nay, nếu đi khám bệnh viện là bất tiện, bạn có thể ra nhà thuốc mua vài liều thuốc trị trào ngược dạ dày uống thử. Nếu kết quả cải thiện thì thôi, không cải thiện thì phải khám bác sĩ. Đồng thời kết hợp, bạn nên hạn chế ăn các thức ăn uống như cà phê, nước ngọt. Bạn không nên ăn trong vòng 2 giờ trước khi ngủ. Ngủ kê đầu hơi cao hơn so với bình thường và nằm nghiêng trái sẽ tốt hơn.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/tho-kho-khe-kem-trao-nguoc-la-dau-hieu-benh-gi/
39,Mọc mụn quanh mặt có nên dùng Differin không?,"Differin Gel 0,1% là một loại thuốc thoa điều trị mụn với hoạt chất là Adapalene có hoạt tính kháng viêm, kiểm soát dầu nhờn, thường dùng cho tình trạng mụn trứng cá nhẹ đến trung bình như: Mụn cám đầu trắng, đầu đen, sần và mụn mủ. Khi dùng, bạn chỉ nên bôi 1 lớp mỏng, tránh tiếp xúc với mắt và môi, nếu da bạn nhạy cảm thì có thể bôi Differin sau khi thoa kem dưỡng ẩm. Differin Gel nên được dùng trên cả vùng da bị mụn trứng cá mỗi ngày một lần buổi tối và sau khi rửa sạch sẽ, chứ không phải chỉ chấm lên đầu mụn, không thoa chung với các sản phẩm có chứa BHA, Benzoyl Peroxides, Peel da, Sulfur, Resorcinol, Salicylic acid, các thuốc Retinoid hay các thuốc khác có cùng phương thức tác động với Adapalene. Cảm giác ấm hoặc châm chích trong thời gian ngắn có thể xảy ra ngay sau khi bôi thuốc Adapalene. Da mẩn đỏ, khô, ngứa, đóng vảy, bỏng rát nhẹ hoặc tình trạng mụn nặng hơn có thể xảy ra trong 2 - 4 tuần đầu tiên sử dụng thuốc. Khi tiếp tục sử dụng thuốc, những tác dụng này sẽ thuyên giảm dần, có thể mất 8 - 12 tuần để nhận thấy hiệu quả giảm mụn. Differin Gel không nên cho tiếp xúc với mắt, miệng, khóe mũi hay niêm mạc. Nếu thuốc dây vào mắt, rửa ngay lập tức bằng nước ấm, không nên bôi thuốc lên vùng da đang bị trầy xước, vết thương hở, chàm, đang bị cháy nắng. Khi dùng thì phải chống nắng kỹ và giữ ẩm tốt cho da. Theo như bạn mô tả, cảm giác rát da sau khi thoa thuốc chỉ xuất hiện trong thời gian ngắn nên bạn có thể tiếp tục sử dụng thuốc, không thoa thuốc ngay sau khi rửa mặt và chú ý lau thật khô vùng da bị mụn trước khi bôi thuốc.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/moc-mun-quanh-mat-co-nen-dung-differin-khong/
40,"Mình bị viêm mũi dị ứng thể xoang, thỉnh thoảng bị viêm kết mạc dị ứng. Một lần sinh mổ đặt thuốc giảm đau, mình cũng bị dị ứng. Trường hợp của mình có được tiêm vaccine Covid-19 không?","Chúng tôi không biết tình trang dị ứng của bạn diễn tiến như thế nào, nếu dị ứng nhẹ tự khỏi vẫn tiêm được vaccine phòng Covid-19. Còn nếu dị ứng phản vệ độ 2 trở lên, phải điều trị ở bệnh viện thì theo hưỡng dẫn của Bộ Y tế sẽ chống chỉ định tiêm chủng. Với bệnh lý viêm mũi và viêm xoang, bạn vẫn tiêm chủng vaccine Covid-19 bình thường.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p46
41,Con trai mà tinh trùng lạnh thì làm sao để có con?,"Tinh trùng ""lạnh"" là khái niệm không có trong y học hiện đại (Tây y). Dưới góc nhìn của Tây y, để biết tinh dịch có bình thường hay không, chuyên viên phôi học thường đánh giá mẫu tinh dịch bằng hai phương pháp chính gồm đánh giá đại thể (nhìn bằng mắt) và vi thể (quan sát bằng kính hiển vi). Bạn nên thăm khám chuyên khoa để được kiểm tra chi tiết. Nếu kết quả tinh dịch đồ bất thường, bạn sẽ được bác sĩ thăm khám và làm một số xét nghiệm chuyên sâu. Tùy vào nguyên nhân, bác sĩ sẽ có hướng điều trị phù hợp cho bạn.",https://vnexpress.net/tu-van-vo-sinh-hiem-muon-vo-sinh-khong-vo-vong-p26
42,Thai phụ tuần 32 sa trĩ cấp 4 có thể cắt trĩ được không?,"Trĩ trong thai kỳ ưu tiên điều trị nội khoa với thuốc trợ mạch và kháng viêm. Nếu trong trường hợp có nguy cơ hoại tử búi trĩ, trĩ viêm cấp, điều trị nội khoa không đáp ứng được mới có chỉ định cắt trĩ bạn nhé. Do có những nguy cơ liên quan đến thai kỳ, sử dụng thuốc kháng sinh sau mổ. . Để đảm bảo an toàn sức khỏe, bạn nên đến gặp bác sĩ ngoại tiêu hóa để được thăm khám cụ thể hơn nhé.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/thai-phu-tuan-32-sa-tri-cap-4-co-cat-tri-duoc-khong/
43,Khoai tây có ngừa tiểu đường được không?,"Khoai tây là thực phẩm chứa carb. Khi ăn vào cơ thể, các carb bị phá vỡ thành các loại đường đơn rồi di chuyển vào máu. Do đó, khoai tây làm tăng lượng đường trong máu. Lượng đường trong máu tăng lên sẽ kích thích sản sinh hoocmon insulin giúp di chuyển đường từ máu vào tế bào để sinh năng lượng khi cơ thể cần. Thực phẩm giàu carb như khoai tây không phù hợp với người tiểu đường. Vì ăn khoai tây khi bị tiểu đường sẽ làm tăng đường huyết trong máu cao hơn nữa. Chính vì vậy, khoai tây không có tác dụng ngừa tiểu đường.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/khoai-tay-co-ngua-tieu-duong-duoc-khong/
44,Nam giới đau đầu nguyên nhân là gì?,"Đau đầu do nhiều nguyên nhân như đau đầu do các bệnh thần kinh, đau đầu do bệnh cơ thể, bệnh nội khoa,... Bạn cần đi khám bác sĩ để kiểm tra tình trạng đau đầu, đồng thời kiểm tra tổng quát tình trạng bệnh của bạn để có biện pháp điều trị phù hợp.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/nam-gioi-dau-dau-nguyen-nhan-la-gi/
